review_id,source_tweet_id,customer_message,proposed_intent,proposed_escalation_decision,proposed_escalation_reason,claude_intent,claude_escalation_decision,claude_reason,claude_agrees_with_proposal
rev_157,1460554,@AmazonHelp I am having a problem with my trade-in and instant credit. I am hoping you can help me.,general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Problem with trade-in instant credit — FAQ about trade-in credit issue.,YES
rev_158,1480409,@AmazonHelp Less than the current price of the item even the unofficial sellers are selling the product on 3rd e website with warranty on purchase,general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Comparing Amazon pricing with unofficial sellers' warranty — warranty availability FAQ.,YES
rev_159,2356885,@AmazonHelp I just reviewed info from that link... I do not see anything that specifies the requirements for Trade-in... am I missing - please advise.,general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Can't find Trade-In requirements on the linked page — FAQ about Trade-In requirements.,YES
rev_160,2356886,"@AmazonHelp - plz help. 2nd attmpt w/ my xbox &amp;the Amaz Trade-in program. Denied 1st time, msg said, 'Power Cord Not Included.' It was shipped back; I called Amazon CS they said ""create a new trade-in, put cord in box, ship back."" I did. Denied again. See image. Frustrated. https://t.co/PZX5zKLKpS",general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,"Trade-In denied twice for Xbox with contradictory instructions — Trade-In process FAQ escalation; however, the repeated denials with inconsistent feedback may warrant actual agent review. Keeping AUTO_HANDLE as it's a policy clarification request.",YES
rev_161,2862066,@AmazonHelp How do I deal with the warranty on an Amazon Basics item? The one I'm having a problem with you guys discontinued and don't make anymore. It's a large item.,general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Warranty inquiry on discontinued Amazon Basics item — FAQ about warranty coverage on discontinued products.,YES
rev_162,1724,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Customer providing context about pre-order — general pre-order content FAQ.,YES
rev_163,1728,@AmazonHelp But your website is offering pre order content.... so it’s just a lie?,general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Questioning why website offers pre-order content that may not be available — pre-order listing FAQ.,YES
rev_164,5117,"@AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?",general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Item was defective and sold out — asking about alternatives since sale is over. General catalog/stock alternative FAQ.,YES
rev_165,9780,@AmazonHelp I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Worried about Amazon thinking they're abusing return policy — general return policy FAQ inquiry.,YES
rev_166,2581,"@AmazonHelp I've been in the prime queue, kindle queue, the echo queue, and now on hold again.",digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",other_or_unsupported,ESCALATE,"Mid-thread context message — customer says they've been in queues for prime, kindle, echo — no specific technical question visible in isolation.",NO
rev_167,11574,"@AmazonHelp enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferramenta kdp fala q demora 72h pra publicar. Vou concorrer mesmo assim, certo?",digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",other_or_unsupported,ESCALATE,"Portuguese-language tweet about submitting an ebook to Kindle Prize — non-English tweet about KDP publishing process, not English device support.",NO
rev_168,12505,@AmazonHelp How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",digital_and_device_troubleshooting,AUTO_HANDLE,Asking how to disable bell icon notifications in Kindle iOS app — specific app setting configuration question.,YES
rev_169,16426,@AmazonHelp somehow Siri can turn off my lights but Alexa is incapable. #pleasefixit #buggedupdate https://t.co/wLNncaWcX1,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",digital_and_device_troubleshooting,AUTO_HANDLE,Alexa cannot control lights after an update — app/skill bug following update. Technical troubleshooting needed.,YES
rev_170,16477,"@AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune.",digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",digital_and_device_troubleshooting,AUTO_HANDLE,Alexa app not accepting Indian address; giving Seattle weather — regional configuration bug.,YES
rev_171,18199,@AmazonHelp @120040 #AmazonIndia  Expecting your customers to take screenshots of every offer is way too much. I trusted Amazon but the way they treat their customers now a days is ridiculous. Now i don't want any cashback and  credits of Kindle account but treat your customers properly.,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",other_or_unsupported,ESCALATE,General frustration rant about Amazon treating customers poorly and not wanting credits/cashback — no specific technical issue described.,NO
rev_172,18708,@AmazonHelp Also when will Amazon prime music be available for Indian users of Alexa?,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",digital_and_device_troubleshooting,AUTO_HANDLE,Asking when Prime Music will be available for Indian Alexa users — feature availability/roadmap FAQ for Alexa in India.,YES
rev_173,18709,@AmazonHelp why is Videos option missing in the skills for Alexa in India? Not able to connect my fire TV.,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",digital_and_device_troubleshooting,AUTO_HANDLE,Videos skill missing in Alexa India; Fire TV not connecting — device connectivity/skill troubleshooting.,YES
rev_174,18971,@AmazonHelp @115833 What is 2nd Generation? I have Amazon Echo from US ? Not the Echo Dot.,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",general_product_and_service_faq,AUTO_HANDLE,Asking what '2nd Generation Echo' means and differences between Echo models — general product specification/catalog FAQ.,NO
rev_175,20485,@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",digital_and_device_troubleshooting,AUTO_HANDLE,Kindle Prime Reading restricted to US; asking why India excluded — service availability/regional restriction explanation for Kindle feature.,YES
rev_176,20486,@AmazonHelp Why Amazon.in prime members are not allowed to access kindle prime reading section? @117634 @115850 @115821,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",digital_and_device_troubleshooting,AUTO_HANDLE,Amazon India Prime members cannot access Kindle Prime Reading section — service access issue for Prime Reading on Indian account.,YES
rev_177,29564,@AmazonHelp Hey guys! Just downloaded the #Alexa app but unable to finish the set up after this stage. I connected my phone to the Amazon wifi. 1/2 https://t.co/pvVYFKAVSx,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",digital_and_device_troubleshooting,AUTO_HANDLE,Unable to complete Alexa setup after connecting to Amazon WiFi — device setup troubleshooting.,YES
rev_178,30038,@115850 @AmazonHelp Alexa's accent for Indian English is horrible. Just horrible. And skills are blocked for other languages.,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",digital_and_device_troubleshooting,AUTO_HANDLE,Alexa accent for Indian English is poor and skills blocked for other languages — product feedback/feature availability for Alexa India.,YES
rev_179,31375,Hey @AmazonHelp does the Fire HD with Alexa do calling like the Echo devices?,digital_and_device_troubleshooting,AUTO_HANDLE,"Safe to provide standard technical troubleshooting steps (power cycle, cache clear, app reinstallation).",general_product_and_service_faq,AUTO_HANDLE,Asking whether Fire HD with Alexa supports calling like Echo devices — product specification/capability FAQ.,NO
rev_180,69776,"@AmazonHelp I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though",promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,AUTO_HANDLE,Customer cannot reorder at Cyber Monday bundle price — promotional deal price availability inquiry.,YES
rev_181,84123,"@AmazonHelp Responding with a link to your policies is irrelevant. This isn't a matter of me just asking for a ""price match."" The site WASN'T FUNCTIONING when I tried - repeatedly - to order on Black Friday. That was youry error. Not mine. Therefore,I did what your company instructed!",promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,ESCALATE,Customer claims site was not functioning on Black Friday; demands the Black Friday price as they were unable to order due to Amazon's error — this is a dispute requiring human judgment about whether site outage warrants price exception. ESCALATE.,NO
rev_182,86099,@AmazonHelp Yes for some but now I have missed out on some of the Black Friday deal as they can’t be replaced :(,promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,AUTO_HANDLE,Missed out on Black Friday deals that cannot be replaced — inquiry about missed promotional pricing.,YES
rev_183,105216,"@AmazonHelp Hi!  I am about to place an order that includes 3 books.  The ""BUT3GET30"" coupon code for 30% off books is not working.  Can you help?",promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,AUTO_HANDLE,Coupon code BUT3GET30 not working at checkout — specific coupon redemption failure. AUTO_HANDLE by verifying code terms and troubleshooting.,YES
rev_184,122054,@AmazonHelp This is very misleading the price is the same as it always is ! Is this an official amazon black friday deal ? or is the seller just pretending that it is on a black friday deal as I thought a product has to be discounted for it to be on a black friday promotion??,promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,AUTO_HANDLE,Product listed as Black Friday deal but price unchanged — questioning legitimacy of the promotion label.,YES
rev_185,122057,@AmazonHelp Yes thanks for that but that doesn't answer my question of why this product is listed as a black friday deal when it is the normal price ??,promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,AUTO_HANDLE,Follow-up asking why item is listed as Black Friday deal at normal price — promotional label accuracy inquiry.,YES
rev_186,122055,"@AmazonHelp why are these products advertised on amazon image as on a black friday deal when they are the normal price, image clearly says black friday deal but price is the same ?? https://t.co/6yl9THFFmv",promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,AUTO_HANDLE,Products advertised as Black Friday deals but at normal price — photo provided; promotional advertising accuracy complaint.,YES
rev_187,142131,"@AmazonHelp Hi - It was an email saying we miss you and then ""We'd like to offer you this exclusive promotional code, giving you £10 off any qualifying order of £50 or above on items sold on https://t.co/2WIaSHztbH. Your coupon code is valid until 22 December 2017.""",promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,AUTO_HANDLE,Customer sharing details of a promotional email coupon code — providing context for coupon validity inquiry.,YES
rev_188,150559,"@AmazonHelp I bought a mattress, it is not 150$ cheaper.  I asked for a credit.  It is still covered under the 100 night guarantee.  They have told me a I need to return it and repurchase it.  I understand that you do not price match, but that is a lot of expense to do",promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,AUTO_HANDLE,Mattress dropped $150 after purchase; asking for price credit rather than return/repurchase — post-purchase price adjustment request.,YES
rev_189,166462,@AmazonHelp Thanks. Wasn’t asking for a price match. Just noticed that Amazon keeps changing the price for some of its blu-rays and was wondering if I’d be getting an adjustment.,promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,AUTO_HANDLE,Noticing Amazon changes Blu-ray prices and asking about price adjustment policy — price adjustment/protection inquiry.,YES
rev_190,179124,@AmazonHelp I want to buy mi wrist band for health count it is priced at inr1200 approx I HV a inr 500 promo code will it be applicable,promotion_and_discount_inquiry,AUTO_HANDLE,"Safe to provide published discount rules, coupon redemption instructions, or price-matching guidelines.",promotion_and_discount_inquiry,AUTO_HANDLE,Asking whether an INR 500 promo code applies to a wristband purchase — coupon applicability FAQ.,YES
rev_191,270,"@AmazonHelp ありがとうございます。
今、電話で主人が対応していただいてます。",other_or_unsupported,ESCALATE,Non-English message outside supported English workflow; escalate for multilingual human routing.,other_or_unsupported,ESCALATE,Japanese thank-you message — non-English conversational end of thread. No actionable support request.,YES
rev_192,271,"@AmazonHelp 電話で対応してもらいましたが改良されませんでした。
保証期間も過ぎてるので買い直しになるんでしょうね。",other_or_unsupported,ESCALATE,Non-English message outside supported English workflow; escalate for multilingual human routing.,other_or_unsupported,ESCALATE,Japanese message about phone support not resolving an issue within warranty period — non-English message; escalate for Japanese language team.,YES
rev_193,274,@AmazonHelp こちらこそありがとうございました。,other_or_unsupported,ESCALATE,Non-English message outside supported English workflow; escalate for multilingual human routing.,other_or_unsupported,ESCALATE,Japanese thank-you message — non-English conversational response.,YES
rev_194,623,"@AmazonHelp Okay, danke für die Info",other_or_unsupported,ESCALATE,Non-English message outside supported English workflow; escalate for multilingual human routing.,other_or_unsupported,ESCALATE,"German 'okay, danke für die Info' — conversational acknowledgment in German. Non-English.",YES
rev_195,634,@115821 @AmazonHelp why is my order at my local courier for the last 6 days and still hasn’t been delivered to me?? Over 1 week late 😡,other_or_unsupported,ESCALATE,Non-English message outside supported English workflow; escalate for multilingual human routing.,delivery_delay,ESCALATE,"Very clear delivery delay complaint — order at local courier for 6 days, over 1 week late. This is a STRONG delivery_delay example, not other_or_unsupported. Proposed label is WRONG.",NO
rev_196,3728,@AmazonHelp All of them,other_or_unsupported,ESCALATE,Ambiguous/conversational fragment lacking actionable intent; escalate for human clarification.,other_or_unsupported,ESCALATE,Isolated fragment 'All of them' — unactionable without thread context.,YES
rev_197,3751,@AmazonHelp Sadly yes,other_or_unsupported,ESCALATE,Ambiguous/conversational fragment lacking actionable intent; escalate for human clarification.,other_or_unsupported,ESCALATE,'Sadly yes' — conversational fragment with no actionable request.,YES
rev_198,4857,@AmazonHelp USAs Amazon. Com,other_or_unsupported,ESCALATE,Ambiguous/conversational fragment lacking actionable intent; escalate for human clarification.,other_or_unsupported,ESCALATE,'USAs Amazon.Com' — fragment providing context about which Amazon store; no standalone actionable request.,YES
rev_199,5290,@AmazonHelp चोट्टे,other_or_unsupported,ESCALATE,Ambiguous/conversational fragment lacking actionable intent; escalate for human clarification.,other_or_unsupported,ESCALATE,Hindi word 'चोट्टे' (thieves/cheats) — non-English single-word insult directed at Amazon. Non-actionable.,YES
rev_200,5308,@AmazonHelp 10 hours ago.,other_or_unsupported,ESCALATE,Ambiguous/conversational fragment lacking actionable intent; escalate for human clarification.,other_or_unsupported,ESCALATE,'10 hours ago.' — isolated time reference fragment; unactionable without thread context.,YES
